artist,score,author
Azure Ray,6.5,Stephen M. Deusner
Elf Power,5.6,Paul Thompson
Mavis Staples,8.2,Stephen M. Deusner
Junip,7.5,Amy Granzin
Das Racist,8.7,Ian Cohen
Shed,7.7,Andrew Gaerig
Opeth,6.3,Tom Breihan
Swans,7.7,Jess Harvell
Atmosphere,7.3,Tom Breihan
Chromeo,6.9,Larry Fitzmaurice
Film School,6.3,Ian Cohen
Frankie Rose and the Outs,7.4,Zach Kelly
Andrew Cedermark,8.2,Larry Fitzmaurice
Underworld,5.9,Andrew Gaerig
Superchunk,8.0,Tom Breihan
Boston Spaceships,7.4,Paul Thompson
Seefeel,6.4,Andrew Gaerig
Megafaun,7.7,Stephen M. Deusner
Matthew Herbert,7.2,Andrew Gaerig
Flying Lotus,8.0,Larry Fitzmaurice
Crocodiles,6.8,Paul Thompson
Sam Prekop,7.6,Mark Richardson
Abe Vigoda,7.8,Marc Masters
MF DOOM,6.0,Nate Patrin
Weezer,5.0,Ian Cohen
Sebastian Blanck,7.0,Liz Colville
Dungen,6.8,Joe Tangari
Torche,7.4,Tom Breihan
The Tallest Man on Earth,7.8,Stephen M. Deusner
Grinderman,8.1,Sean Fennessey
Quest for Fire,7.3,Stuart Berman
Everything Everything,3.8,Ian Cohen
Black Milk,7.5,Nate Patrin
El Guincho,6.1,Larry Fitzmaurice
Of Montreal,6.7,Rob Mitchum
Boduf Songs,7.2,Amy Granzin
The Vaselines,6.9,Douglas Wolk
Magic Kids,6.1,David Bevan
Blonde Redhead,4.0,Ian Cohen
Interpol,4.6,Nitsuh Abebe
Cloudland Canyon,6.7,Zach Kelly
Sistol,6.5,Jess Harvell
Teengirl Fantasy,7.2,Ryan Dombal
Röyksopp,6.0,Joshua Love
The Walkmen,8.6,Tom Breihan
The Acorn,6.3,Jayson Greene
Eels,3.6,Stephen M. Deusner
Strand of Oaks,8.1,Ian Cohen
Miles Davis,9.5,Mark Richardson
Robyn,8.0,Joe Colly
Arp,7.9,Larry Fitzmaurice
Neurosis,6.5,Jess Harvell
Superpitcher,7.8,Andy Battaglia
Black Mountain,7.4,Stuart Berman
Hot Chip,7.7,Joe Colly
Aeroplane,4.4,Andrew Gaerig
Playboy Tre,7.8,Tom Breihan
The Clientele,6.5,Jess Harvell
The Thermals,6.7,Jess Harvell
Mr. Dibiase,5.8,Nate Patrin
Oval,6.8,Douglas Wolk
The Dandy Warhols,5.0,Stuart Berman
Jenny and Johnny,6.7,Rebecca Raber
Sufjan Stevens,7.6,Ian Cohen
Lorn,7.5,Larry Fitzmaurice
Chief,5.2,Joshua Love
Dâm-Funk,7.4,Tal Rosenberg
Gucci Mane,8.2,David Drake
Philip Selway,4.9,Mark Pytlik
Kemialliset Ystävät,7.6,Mark Richardson
Imbogodom,6.3,Paul Thompson
Tamaryn,7.6,Ian Cohen
Pale Sketcher,6.5,Jess Harvell
Klaxons,7.2,Ian Cohen
Drivan,5.3,Brian Howe
We Are Scientists,3.8,Ian Cohen
Jeezy,4.2,Tom Breihan
The Electronic Anthology Project,6.4,Jayson Greene
Rose Elinor Dougall,7.6,Matthew Perpetua
Kingdom,7.9,Tom Breihan
Ra Ra Riot,5.7,Ian Cohen
Antony and the Johnsons,7.5,Brian Howe
Islaja,6.6,Aaron Leitko
Magneta Lane,6.8,Larry Fitzmaurice
CIAfrica,6.4,Tal Rosenberg
The Jon Spencer Blues Explosion,7.1,Stephen M. Deusner
Mogwai,8.2,Stuart Berman
Land of Talk,6.9,Zach Kelly
S. Carey,7.5,Stephen M. Deusner
Hannibal Buress,8.0,Zach Kelly
Richard A. Ingram,7.2,Brian Howe
Venice Is Sinking,7.2,Grayson Currin
Fennesz Daniell Buck,8.0,Mark Richardson
Arab Strap,6.8,Joe Tangari
Lissie,5.4,Liz Colville
Elk City,4.8,Amy Granzin
The Budos Band,7.6,Nate Patrin
Wale,6.5,Ian Cohen
Isobel Campbell & Mark Lanegan,7.5,Tom Breihan
The Poison Control Center,7.4,Paul Thompson
Sky Larkin,6.8,Stuart Berman
PVT,7.1,Larry Fitzmaurice
"Isis, Melvins",6.0,Jess Harvell
Young Man,5.2,Ian Cohen
Oren Ambarchi | Keiji Haino | Jim O'Rourke,7.3,Grayson Currin
Brad Laner,7.3,Joe Tangari
Nite Jewel,6.2,Zach Kelly
Los Campesinos!,7.6,Marc Hogan
Ben Klock,7.4,Andrew Gaerig
Robert Ashley,7.9,Mike Powell
Chris Corsano Band,6.9,Marc Masters
James Blackshaw,7.8,Joe Tangari
Matthew Dear,8.4,Joe Colly
Colour Revolt,4.4,Stephen M. Deusner
Coliseum,6.7,Jason Crock
Someone Still Loves You Boris Yeltsin,6.8,Ian Cohen
Balam Acab,8.0,Joe Colly
Les Savy Fav,7.2,Larry Fitzmaurice
Failing Lights,7.2,Marc Masters
Dead Confederate,4.9,Stephen M. Deusner
Cloud Cult,5.4,Marc Hogan
Kathryn Calder,6.2,Rebecca Raber
Bun B,5.0,Tom Breihan
Endless Boogie,4.6,Paul Thompson
Tim Cohen,7.3,Aaron Leitko
Skream,7.9,Nate Patrin
Autolux,5.4,Ian Cohen
The Body,8.5,Grayson Currin
Stornoway,6.8,Jayson Greene
Teen Daze,7.1,Paul Thompson
Darker My Love,5.8,Larry Fitzmaurice
Seu Jorge & Almaz,7.0,Nate Patrin
Maximum Balloon,7.9,Rebecca Raber
Christopher Willits,6.9,Tal Rosenberg
Shannon Stephens,6.0,Joshua Love
Clubfeet,7.7,Brian Howe
David Dondero,6.8,David Bevan
Queens of the Stone Age,8.6,Sean Fennessey
Regina,7.6,Brian Howe
CFCF,6.8,Zach Kelly
Walter Gibbons,8.5,Tal Rosenberg
Candy Claws,7.9,Ian Cohen
Freddie Gibbs,8.0,Tom Breihan
Miniature Tigers,6.4,Zach Kelly
Mt. St. Helens Vietnam Band,3.3,Ian Cohen
Versus,6.3,David Raposa
James Brown,7.7,Douglas Wolk
"Serge Gainsbourg, Jane Birkin",8.8,Joe Tangari
Frazey Ford,7.1,Stephen M. Deusner
Deastro,6.9,Zach Kelly
Spur,7.0,Stuart Berman
Rick Ross,8.0,Ian Cohen
El-P,7.6,Nate Patrin
Cats on Fire,6.5,Marc Hogan
K-X-P,7.8,Larry Fitzmaurice
Shapes and Sizes,7.1,Matthew Perpetua
Arcade Fire,8.6,Ian Cohen
The Wailing Wall,6.2,Joshua Klein
Vex'd,7.8,Tal Rosenberg
Jaill,6.5,Larry Fitzmaurice
Robert Pollard,4.9,Paul Thompson
Curren$y,8.4,Tom Breihan
Thieves Like Us,5.0,Brian Howe
Jesca Hoop,6.9,Stephen M. Deusner
Antarctica Takes It!,5.8,Marc Hogan
Neu!,7.0,Douglas Wolk
Four Tet,7.6,Philip Sherburne
The Flowers of Hell,6.9,Rebecca Raber
Secret Cities,6.6,Ian Cohen
The Magic Numbers,4.8,Larry Fitzmaurice
Slum Village,7.1,Nate Patrin
Tony Da Gatorra vs. Gruff Rhys,5.6,Stuart Berman
Heavy Winged,7.2,Marc Masters
Jimmy Edgar,4.4,Andrew Gaerig
Dual Identity,7.9,Joe Tangari
Richard Ashcroft,3.2,Stuart Berman
Best Coast,8.4,Larry Fitzmaurice
Blue Giant,5.9,Stephen M. Deusner
Peeesseye,7.5,Marc Masters
The Henry Clay People,5.2,Paul Thompson
Sun Araw,8.1,Paul Thompson
Menomena,8.2,Joe Tangari
Mass Shivers,5.9,Jason Crock
Kyle Bobby Dunn,7.7,Brian Howe
Zero 7,4.0,Jess Harvell
Mount Kimbie,8.0,Mike Powell
Mahjongg,6.9,Jason Crock
The Coral,5.8,Joshua Klein
Richard Youngs,7.8,Marc Masters
Lower Dens,8.1,Liz Colville
Department of Eagles,8.1,Larry Fitzmaurice
Ninjasonik,1.9,Ian Cohen
Bettye LaVette,7.3,Nate Patrin
Mountain Man,7.7,Amy Granzin
Max Richter,8.3,Joe Tangari
Major Lazer,7.8,Zach Kelly
Bombay Bicycle Club,4.0,Joshua Love
Mystery Jets,6.8,Larry Fitzmaurice
The Love Language,7.1,Jayson Greene
Jay Bennett,6.8,Paul Thompson
The Books,7.7,Chris Dahlen
Light Pollution,5.4,Ian Cohen
Man Forever,7.4,Marc Masters
Yakuza,7.7,Tom Breihan
Perfume Genius,8.2,Larry Fitzmaurice
El Guincho,7.7,Mike Powell
Fabulous Diamonds,7.4,Aaron Leitko
"Zola Jesus, LA Vampires",6.6,Larry Fitzmaurice
Au Revoir Simone,4.0,Mike Powell
Autechre,7.6,Mark Richardson
Chatham County Line,7.2,Joe Tangari
Tin Man,7.7,Philip Sherburne
Carissa's Wierd,7.4,Rebecca Raber
School of Seven Bells,8.0,Amy Granzin
R.E.M.,8.5,Matthew Perpetua
Bob Desper,7.8,Joshua Klein
Fol Chen,6.7,Zach Kelly
Sun Kil Moon,7.0,Stephen M. Deusner
The-Dream,8.6,David Drake
Kevin Dunn,7.5,Marc Hogan
"David Karsten Daniels, Fight the Big Bull",7.5,Brian Howe
Woodsman,7.7,Larry Fitzmaurice
How to Dress Well,8.0,Zach Kelly
M.I.A.,4.4,Matthew Perpetua
diskJokke,7.2,Brian Howe
Spirituals,7.6,Joshua Love
Daniel Johnston,6.1,Douglas Wolk
Baths,8.2,Ian Cohen
Glitterbug,6.7,Brian Howe
"Jack Rose, D. Charles Speer and the Helix",7.2,Aaron Leitko
"Matmos, So Percussion",7.6,Jayson Greene
Liz Phair,2.6,Douglas Wolk
Kelis,7.2,Jess Harvell
Black Tusk,7.6,Grayson Currin
Rachid Taha,7.5,Joe Tangari
"Boris, Torche",6.0,David Raposa
Blondes,7.2,Joe Colly
"Björk, Dirty Projectors",7.7,Mike Powell
Roach Gigz,7.7,David Drake
Dino Felipe,7.9,Marc Masters
Crooked Fingers,6.8,Joe Tangari
Michael Mayer,7.8,Mark Pytlik
Big Boi,9.2,Tom Breihan
Ed Harcourt,4.3,Liz Colville
Rusko,6.7,Patrick Sisson
Das Racist,7.8,Nate Patrin
Gucci Mane,8.3,Tom Breihan
Optimo,7.5,Jess Harvell
Trumpeter Swan,5.8,Amy Granzin
Nachtmystium,8.2,Tom Breihan
Lil B,7.0,Joe Colly
Scissor Sisters,7.6,Matthew Perpetua
Wavves,8.4,Ian Cohen
Sleepy Sun,6.1,Grayson Currin
Foxes in Fiction,7.3,Ian Cohen
The Pipettes,3.2,Marc Hogan
Kurt Vile,7.6,David Bevan
CEO,8.5,Joe Colly
Psychic Ills,5.8,Paul Thompson
Rolo Tomassi,6.1,Tom Breihan
Nina Nastasia,8.1,Jason Crock
Wolf Parade,7.5,Paul Thompson
Ramadanman,7.9,Larry Fitzmaurice
Maps & Atlases,7.4,Jason Crock
Tender Trap,7.1,Douglas Wolk
Julian Lynch,8.5,Joe Colly
Efdemin,6.5,Andrew Gaerig
Omar Souleyman,7.8,Tal Rosenberg
Infant Sorrow,5.5,Stuart Berman
Magic Bullets,7.2,Zach Kelly
The Roots,8.1,Nate Patrin
Meursault,7.9,Amy Granzin
Forest Swords,7.9,Marc Masters
Kode9,7.3,Andy Battaglia
Cold Cave,7.3,Zach Kelly
Kele,5.1,Joshua Love
Windsor for the Derby,6.9,Joe Tangari
Delays,5.7,Ian Cohen
Allo Darlin',7.9,Marc Hogan
Oasis,6.0,Marc Hogan
HEALTH,7.8,Rebecca Raber
Linfinity,7.1,Stephen M. Deusner
The Constellations,4.4,Stuart Berman
Wovenhand,7.3,Joe Tangari
Actress,8.3,Andy Battaglia
Raekwon,7.6,Ian Cohen
Dragoon,7.6,Stephen M. Deusner
Viernes,7.6,Ian Cohen
Vic Chesnutt,7.5,Stephen M. Deusner
Laurie Anderson,8.3,Brian Howe
Stars,5.7,Larry Fitzmaurice
Sia,6.6,Liz Colville
Oval,6.7,Mark Richardson
The Divine Comedy,7.6,Joe Tangari
Common,4.5,Ryan Dombal
Eminem,2.8,Jayson Greene
Signaldrift,6.5,Marc Masters
Rhymefest,6.9,Jayson Greene
Devo,6.6,Marc Masters
Wolfgang Voigt,6.0,Jess Harvell
The Chemical Brothers,8.0,Tom Breihan
Florene,5.4,Larry Fitzmaurice
Keepaway,6.7,Ian Cohen
Hammock,7.3,Joe Tangari
The Gaslight Anthem,7.3,Stuart Berman
"Major Lazer, La Roux",7.2,Joshua Love
Ty Segall,7.5,Paul Thompson
Richard Hawley,7.5,Mark Pytlik
The Cool Kids,6.0,Zach Kelly
Hot Hot Heat,6.8,Ian Cohen
Drake,8.4,Ryan Dombal
Koes Bersuadara,7.8,Joe Tangari
Pernice Brothers,5.8,Joshua Klein
Suckers,7.7,David Bevan
T.I.,7.4,Tom Breihan
How to destroy angels_,7.0,Matthew Perpetua
Wye Oak,7.2,David Bevan
Walls,6.6,Joe Colly
Villagers,6.9,Marc Hogan
Tokyo Police Club,7.6,Ryan Dombal
Oneohtrix Point Never,8.2,Philip Sherburne
Ólafur Arnalds,7.0,Brian Howe
Konono N°1,5.7,Douglas Wolk
Junip,8.0,Ian Cohen
The Cure,10.0,Nitsuh Abebe
Pontiak,5.6,Tal Rosenberg
Casiokids,7.6,Brian Howe
Refused,9.4,Tom Breihan
Emeralds,8.3,Philip Sherburne
Television Personalities,4.2,Douglas Wolk
The Jayhawks,6.0,Stephen M. Deusner
Trentemøller,6.5,Mike Orme
The Drums,7.5,Stuart Berman
DM Stith,6.5,Stephen M. Deusner
Hanoi Janes,7.9,Jayson Greene
Here We Go Magic,7.5,Larry Fitzmaurice
Ariel Pink's Haunted Graffiti,9.0,Mark Richardson
Deer Tick,5.6,Zach Kelly
Melvins,5.2,David Raposa
A-Trak,7.3,Nate Patrin
Saint Etienne,8.7,Marc Hogan
Blitzen Trapper,7.5,Rebecca Raber
Tift Merritt,6.7,Joshua Love
Jadakiss,7.7,Ian Cohen
The La’s,4.9,Amy Granzin
Teenage Fanclub,7.4,Aaron Leitko
Wild Nothing,8.2,Ian Cohen
Trash Kit,6.6,Mike Powell
Devin the Dude,5.3,Tom Breihan
Onra,8.0,Larry Fitzmaurice
Guido,8.3,Andrew Gaerig
Brooklyn Rider,7.5,Joe Tangari
Cate Le Bon,7.3,Marc Hogan
Active Child,7.7,Paul Thompson
Born Ruffians,3.8,Larry Fitzmaurice
Robyn,8.5,Marc Hogan
Redhooker,7.2,David Raposa
Naked on the Vague,7.3,Larry Fitzmaurice
The Ponys,7.8,David Bevan
Jeezy,7.2,Tom Breihan
Tame Impala,8.5,Zach Kelly
Peter Wolf Crier,6.9,David Bevan
The Chap,7.7,Stuart Berman
Big K.R.I.T.,7.7,David Drake
Karen Elson,6.3,David Bevan
David Cross,5.6,Nate Patrin
My Gold Mask,5.9,Brian Howe
Dead Meadow,6.7,Aaron Leitko
Damien Jurado,7.9,Larry Fitzmaurice
Tracey Thorn,6.9,Mike Orme
Shabazz Palaces,8.0,Larry Fitzmaurice
Robedoor,6.9,Marc Masters
Mono,7.1,Leonard Pierce
The Samps,7.7,Zach Kelly
TOBACCO,7.6,Nate Patrin
Reflection Eternal,7.5,Nate Patrin
The Depreciation Guild,7.6,David Raposa
Jeremy Jay,6.3,Marc Hogan
James Holden,7.7,Joe Colly
Beach Fossils,7.8,Ian Cohen
James Blake,8.3,Mike Powell
Solvent,7.0,Liz Colville
Ellen Allien,7.1,Andrew Gaerig
The Jon Spencer Blues Explosion,8.5,Stuart Berman
"Damian Marley, Nas",6.1,Tom Breihan
Jamie Lidell,6.6,Mark Pytlik
Trash Talk,7.8,Tom Breihan
Scarface,7.7,Jayson Greene
Foals,7.6,David Bevan
Janelle Monáe,8.5,Matthew Perpetua
Cave,6.6,Jason Crock
Daniel Higgs,7.0,Marc Masters
Guilty Simpson,8.0,Ian Cohen
The Black Keys,7.7,Larry Fitzmaurice
The Rolling Stones,10.0,Rob Mitchum
Under Byen,7.6,Joe Tangari
Woven Bones,6.6,Paul Thompson
Effi Briest,6.3,Joshua Love
Rangda,8.2,Marc Masters
Band of Horses,5.3,Paul Thompson
Wounded Lion,5.8,Jason Crock
Konntinent,7.8,Brian Howe
Club 8,6.2,Matthew Perpetua
Harvey Milk,7.8,Paul Thompson
LCD Soundsystem,9.2,Ryan Dombal
Keane,3.0,Ian Cohen
Zs,7.0,Joshua Klein
Shining,7.7,Leonard Pierce
Holy Fuck,7.8,Joe Tangari
Sleigh Bells,8.7,Mark Richardson
DJ T.,7.0,Tim Finney
Thee Oh Sees,6.9,Jayson Greene
B.o.B,4.2,Jayson Greene
Japandroids,6.7,Ian Cohen
Male Bonding,8.5,Nitsuh Abebe
Nils Frahm,4.8,Brian Howe
Indian Jewelry,5.8,Zach Kelly
Black Prairie,5.4,Stephen M. Deusner
Phosphorescent,8.2,Joshua Love
CocoRosie,5.1,Ian Cohen
Twin Stumps,7.4,Jason Crock
Marcel Dettmann,7.4,Tal Rosenberg
Steve Mason,7.0,Stuart Berman
Sage Francis,6.3,Tom Breihan
The Dead Weather,7.8,Tom Breihan
People of the North,7.1,Aaron Leitko
Paul Weller,7.7,Joshua Klein
UNKLE,5.9,Ian Cohen
Woods,8.0,Rob Mitchum
The National,8.7,Andrew Gaerig
Child Abuse,6.7,Marc Masters
The Bitters,5.6,Joe Colly
Shy Child,7.0,Tim Finney
The Fall,8.0,Stuart Berman
Future Islands,7.6,Zach Kelly
Monster Movie,6.7,Larry Fitzmaurice
David Holmes,7.7,Stuart Berman
Gayngs,6.5,Nate Patrin
Flying Lotus,8.8,Joe Colly
Emily Jane White,7.1,David Raposa
Bobby and Blumm,6.2,Brian Howe
The Infesticons,6.1,Nate Patrin
Booka Shade,6.5,Mike Orme
The New Pornographers,7.3,Matthew Perpetua
Unnatural Helpers,7.8,David Raposa
The Wave Pictures,7.8,Amy Granzin
Baby Dee,7.9,Grayson Currin
Minus the Bear,3.5,Ian Cohen
The Hold Steady,6.2,Stephen M. Deusner
Lazer Crystal,6.7,Jonathan Garrett
The Joy Formidable,6.7,Zach Kelly
Red Sparowes,5.2,David Raposa
The Dillinger Escape Plan,7.2,Jess Harvell
Broken Social Scene,8.3,Ryan Dombal
Jahcoozi,6.8,Joe Colly
Team Ghost,7.4,Rebecca Raber
Applescal,6.8,Brian Howe
Frog Eyes,6.4,Rob Mitchum
DoM ,8.0,Marc Hogan
Inlets,6.1,Ian Cohen
The Black Swans,7.6,Stephen M. Deusner
Alcest,8.4,Grayson Currin
Kate Nash,7.8,Marc Hogan
Crystal Castles,8.5,Ian Cohen
Snowglobe,6.7,Joe Tangari
Gogol Bordello,6.4,Joshua Love
The Mynabirds,8.0,Matthew Perpetua
The Golden Filter,5.8,Zach Kelly
The Juan MacLean,8.1,Nate Patrin
Horse Feathers,7.5,Larry Fitzmaurice
Rafter,5.0,Rebecca Raber
Daughters,8.2,David Raposa
Avi Buffalo,7.9,Paul Thompson
Hole,2.9,Amanda Petrusich
Ulaan Khol,7.0,Marc Masters
Omar Khorshid,8.1,Joe Tangari
Medications,7.8,Joe Tangari
Kurupt,4.8,Zach Kelly
The Radio Dept.,8.3,Larry Fitzmaurice
We Are the World,4.9,Joshua Love
DaVinci,7.6,David Drake
Tony Allen,7.4,Joshua Klein
Rufus Wainwright,3.9,Joshua Love
The Futureheads,7.3,Stuart Berman
The Endtables,7.5,Marc Masters
Disappears,6.9,Joe Colly
Wiz Khalifa,7.2,Tom Breihan
The Apples in Stereo,7.3,Paul Thompson
Delorean,8.4,Andrew Gaerig
Mark Sultan,6.8,Stephen M. Deusner
Starkey,7.9,Nate Patrin
Trans Am,6.7,Joe Tangari
Incredible String Band,5.2,Andrew Gaerig
Sam Amidon,8.1,Amanda Petrusich
Kings Go Forth,7.8,Stephen M. Deusner
Mark Van Hoen,7.2,Marc Hogan
Daedelus,5.3,Larry Fitzmaurice
Lucky Soul,6.4,Marc Hogan
Caribou,8.4,Larry Fitzmaurice
The Sight Below,7.2,Brian Howe
We Have Band,3.7,Jonathan Garrett
Little Brother,5.9,Ian Cohen
Plants and Animals,6.1,Rebecca Raber
Destroyer,7.1,Paul Thompson
Harlan T. Bobo,7.6,Stephen M. Deusner
Mi Ami,8.1,Grayson Currin
The Nels Cline Singers,7.2,Joe Tangari
Gucci Mane,6.4,Tom Breihan
Bill Callahan,8.3,Mark Richardson
Race Horses,8.0,Stuart Berman
Cibelle,5.0,Joshua Love
"Murs, 9th Wonder",6.1,Zach Kelly
Sightings,7.9,Marc Masters
The Tallest Man on Earth,8.5,Stephen M. Deusner
Blind Man's Colour,6.4,Paul Thompson
Ikonika,7.0,Joe Colly
Priestess,5.9,Tom Breihan
Prins Thomas,6.3,Andrew Gaerig
Iggy and the Stooges,8.3,Stuart Berman
To Rococo Rot,7.6,Patrick Sisson
Sally Seltmann,6.4,Rebecca Raber
Thomas Fehlmann,7.9,Larry Fitzmaurice
Dr. Dog,6.7,Zach Kelly
"Roky Erickson, Okkervil River",7.4,Stephen M. Deusner
White Hills,7.7,Jason Crock
Small Black,7.0,Zach Kelly
Young Jazz Rebels,6.7,Paul Thompson
Matthew Herbert,7.6,Patrick Sisson
MGMT,6.8,Scott Plagenhoef
Moon Duo,7.4,David Bevan
Dosh,6.9,Larry Fitzmaurice
The Bundles,5.0,Paul Thompson
High Places,7.0,Joe Colly
"Ghostface Killah, Raekwon, Method Man",6.5,Ian Cohen
Janka Nabay,7.1,Joshua Love
Nice Nice,7.0,Jason Crock
Javelin,7.2,Rob Mitchum
Matt Pond PA,4.8,Ian Cohen
"David Byrne, Fatboy Slim",5.0,Jess Harvell
Mux Mool,7.5,Nate Patrin
Growing,6.1,Grayson Currin
Wooden Shjips,6.3,Nate Patrin
Jawbreaker,7.7,Brian Howe
Doves,7.8,Ian Cohen
Mike Swoop,7.3,Nate Patrin
Tunng,5.8,Andrew Gaerig
Savath y Savalas,5.7,Andrew Gaerig
Harlem,8.1,David Bevan
Erykah Badu,8.0,Mike Powell
Christy & Emily,6.3,David Raposa
Emma Pollock,7.5,Stuart Berman
Black Francis,6.6,Joshua Klein
Sharon Jones and the Dap-Kings,8.0,Joe Tangari
Jónsi,8.1,Ryan Dombal
The Society of Rockets,7.4,Matthew Perpetua
Turin Brakes,3.8,Ian Cohen
Scuba,8.2,Andrew Gaerig
Laura Marling,8.1,Joshua Love
"Bonnie “Prince” Billy, The Cairo Gang",7.4,David Bevan
The Delta Mirror,6.8,Zach Kelly
Sin Ropas,7.4,Joe Tangari
Lali Puna,6.5,Brian Howe
Black Tambourine,8.3,Stuart Berman
Liars,4.0,Jess Harvell
Native,3.7,Zach Kelly
Loscil,7.5,Joe Colly
Mimicking Birds,7.4,David Bevan
The Deadly Syndrome,7.7,Ian Cohen
Dum Dum Girls,8.2,Zach Kelly
White Mystery,7.2,Jason Crock
Amanaz,7.0,Nate Patrin
Twin Sister,7.5,Sean Fennessey
Sonny and the Sunsets,8.0,Paul Thompson
Galaxie 500,9.5,Mark Richardson
Sweet Apple,5.1,David Raposa
Jóhann Jóhannsson,7.3,Joe Tangari
Radar Brothers,7.0,Joshua Klein
Mulatu Astatke,8.3,Joe Tangari
Elliott Smith,7.8,Jayson Greene
"LiLiPUT, Kleenex",3.3,Douglas Wolk
Alex Smoke,7.8,Andrew Gaerig
Ben Sollee and Daniel Martin Moore,6.4,Stephen M. Deusner
Ulrich Schnauss,6.1,Patrick Sisson
The White Stripes,8.7,Ryan Dombal
New Young Pony Club,5.5,Ian Cohen
The Kissaway Trail,4.4,Larry Fitzmaurice
Inspectah Deck,5.2,Ian Cohen
Love Is All,8.0,Jess Harvell
Goldfrapp,6.6,Marc Hogan
Sunburned Hand of the Man,5.9,Andrew Gaerig
A Weather,7.0,Rebecca Raber
Serena-Maneesh,6.4,Tom Breihan
The Jon Spencer Blues Explosion,8.3,Stephen M. Deusner
"Bright Eyes, Neva Dinova",5.8,Ian Cohen
We Are Wolves,5.8,Rebecca Raber
Alex Bleeker and the Freaks,7.3,David Bevan
Motor City Drum Ensemble,8.3,Andrew Gaerig
Let's Wrestle,7.6,Jayson Greene
Lawrence Arabia,6.3,Stephen M. Deusner
Georgia Anne Muldrow,6.9,Patrick Sisson
The Method Actors,8.3,Andy Battaglia
Autechre,7.2,Patrick Sisson
She & Him,7.6,Stephen M. Deusner
Fyfe Dangerfield,4.7,Marc Hogan
The Art Museums,7.9,Amy Granzin
Tanlines,7.6,Joe Colly
Junius,7.5,Jayson Greene
JJ,5.4,Joe Colly
Double Dagger,8.1,Grayson Currin
The Strange Boys,6.6,Zach Kelly
Annuals,5.6,Ian Cohen
Awesome Color,3.8,David Raposa
Free Energy,8.1,David Bevan
Akira Kosemura,7.9,Brian Howe
Happy Birthday,7.8,David Bevan
Freelance Whales,4.2,Ian Cohen
The Morning Benders,8.2,Larry Fitzmaurice
Hunx and His Punx,7.3,Rebecca Raber
Kammerflimmer Kollektief,7.0,Brian Howe
The Brian Jonestown Massacre,5.7,Stuart Berman
The Besnard Lakes,7.8,Patrick Sisson
Drive-By Truckers,7.4,Joshua Love
Babe Rainbow,6.5,Larry Fitzmaurice
Pillars and Tongues,6.0,Jason Crock
Eddy Current Suppression Ring,7.5,David Bevan
Fang Island,8.3,Ian Cohen
MillionYoung,7.6,Zach Kelly
Miles Kurosky,6.0,Paul Thompson
Infinite Body,8.2,Brian Howe
Titus Andronicus,8.7,Rob Mitchum
Major Stars,6.4,Jess Harvell
Aloha,6.8,Eric Harvey
White Hinterland,7.5,Patrick Sisson
Zola Jesus,8.1,Jason Crock
Broken Bells,7.2,Marc Hogan
Dinowalrus,5.9,Ian Cohen
Kidz in the Hall,4.0,Zach Kelly
Skullflower,8.2,Grayson Currin
Black Rebel Motorcycle Club,4.0,Marc Hogan
Gorillaz,8.5,Sean Fennessey
Golden Triangle,6.2,Joe Colly
Fenn O'Berg,6.5,Marc Masters
Ted Leo and the Pharmacists,7.9,Paul Thompson
Liars,8.1,Marc Masters
Ortolan,6.4,Stephen M. Deusner
Andrew Thomas,7.2,Andrew Gaerig
LoneLady,7.7,David Raposa
Frightened Rabbit,6.6,Rebecca Raber
Pavement,10.0,Matthew Perpetua
Jaguar Love,2.0,Eric Harvey
Ellie Goulding,6.8,Stephen Troussé
Josiah Wolf,5.6,Larry Fitzmaurice
The Ruby Suns,6.1,Andrew Gaerig
Record Club,6.9,Ryan Dombal
Valgeir Sigurðsson,7.3,Brian Howe
Balmorhea,7.9,Grayson Currin
The Whigs,3.6,Jonathan Garrett
Gonjasufi,8.4,Nate Patrin
Bomb the Bass,5.0,Joshua Klein
Yellow Swans,8.3,Marc Masters
Rogue Wave,5.1,Ian Cohen
Clogs,8.2,David Raposa
Pierced Arrows,6.6,David Bevan
Archie Bronson Outfit,6.4,Amy Granzin
Andrew W.K.,6.8,Tom Breihan
Jason Collett,7.0,Joshua Love
Spiritualized,10.0,Grayson Currin
Slow Club,7.4,Matthew Perpetua
Mathematics,3.2,Ian Cohen
High on Fire,8.0,Tom Breihan
A Sunny Day in Glasgow,7.0,Matthew Solarski
"The Knife, Planningtorock, Mt. Sims",6.9,Jayson Greene
Fredrik,7.0,Brian Howe
Gigi,7.2,Stuart Berman
Efterklang,5.9,Grayson Currin
Ellen Allien,6.9,Andrew Gaerig
Xiu Xiu,7.3,Brian Howe
Githead,5.8,Joe Tangari
Phantogram,7.5,Paul Thompson
Holly Miranda,6.7,Ryan Dombal
Shout Out Louds,5.4,Marc Hogan
Johnny Cash,5.7,Stephen M. Deusner
Brilliant Colors,6.8,Rebecca Raber
Adam Green,5.7,Zach Kelly
Jack Rose,8.2,Marc Masters
Eluvium,6.9,Brian Howe
Shearwater,7.9,Joe Tangari
Sambassadeur,7.0,Marc Hogan
Kasper Bjørke,6.1,Joshua Love
Martyn,6.8,Andrew Gaerig
Clem Snide,5.3,Zach Kelly
Joanna Newsom,9.2,Mark Richardson
Via Audio,4.8,Marc Hogan
Memoryhouse,7.3,Jonathan Garrett
