artist,score,author
Sonny and the Sunsets,7.7,Evan Minsker
The Baptist Generals,6.3,Stephen M. Deusner
Jagwar Ma,7.7,Ian Cohen
Empire of the Sun,5.6,Jayson Greene
J. Cole,6.0,Corban Goble
Date Palms,7.9,Andrew Ryce
The Mantles,7.5,Marc Masters
Bad Rabbits,7.5,Craig Jenkins
Scott Walker,8.7,Mike Powell
Action Bronson,6.1,Ian Cohen
Alexander Spit,7.0,Nate Patrin
SFV Acid,6.2,Nick Neyland
Oren Ambarchi | Keiji Haino | Jim O'Rourke,7.7,Marc Masters
John Vanderslice,6.2,Jillian Mapes
Zomby,7.9,Andrew Gaerig
TEEN,6.0,Patrick Bowman
"Takako Minekawa, Dustin Wong",6.6,Jayson Greene
Aye Nako,7.6,Devon Maloney
Quasimoto,7.4,Nate Patrin
Kanye West,9.5,Ryan Dombal
Emika,5.9,Angus Finlayson
Close,6.3,Andrew Gaerig
Protomartyr,7.8,Evan Minsker
Royal Trux,8.0,Stuart Berman
Sigur Rós,8.1,Ian Cohen
Coma Cinema,6.1,Ian Cohen
Wampire,6.0,Stuart Berman
Rodan,8.0,Brandon Stosuy
Gold Panda,7.6,Larry Fitzmaurice
These New Puritans,8.4,Laura Snapes
Oblivians,6.2,Evan Minsker
Lust for Youth,6.9,Jayson Greene
Lansing-Dreiden,7.2,Miles Raymer
Surfer Blood,6.7,Paul Thompson
The Lonely Island,7.1,Corban Goble
Benga,5.7,Puja Patel
Blood Ceremony,7.6,Kim Kelly
The Jet Age of Tomorrow,6.6,Jonah Bromwich
Quadron,7.0,Andrew Ryce
Smith Westerns,7.9,Steven Hyden
Case Studies,5.6,Jayson Greene
Peals,7.6,Stuart Berman
Koreless,7.4,Nick Neyland
Portugal. The Man,6.0,Paul Thompson
Deafheaven,8.9,Brandon Stosuy
Etran Finatawa,7.1,Joe Tangari
Brazos,6.3,Harley Brown
Double Dagger,7.3,Zach Kelly
Black Sabbath,7.0,Hank Shteamer
Boards of Canada,8.3,Mark Richardson
Lilacs & Champagne,6.3,Nick Neyland
Phaseone,6.5,Jonah Bromwich
Peter Jefferies,8.4,Brandon Stosuy
Camera Obscura,7.5,Brian Howe
Thundercat,8.2,Nate Patrin
"Chris Corsano, Bill Orcutt",7.7,Marc Masters
ASG,7.6,Brandon Stosuy
Mykki Blanco,7.2,Andrew Ryce
Ryan Hemsworth,7.9,Jonah Bromwich
Jon Hopkins,8.5,Brian Howe
The Child of Lov,6.1,Jayson Greene
Cleaners From Venus,7.7,Ned Raggett
Alex Bleeker and the Freaks,6.7,Paul Thompson
French Montana,3.5,Ian Cohen
Eleanor Friedberger,8.1,Lindsay Zoladz
Beacon,6.8,Patrick Bowman
Grim Tower,5.3,Paul Thompson
Hyetal,7.0,Puja Patel
Alice in Chains,5.9,Stephen M. Deusner
Disclosure,9.1,Larry Fitzmaurice
Shining,7.5,Grayson Currin
Rogue Wave,6.3,Ian Cohen
Laura Marling,8.1,Rachael Maddux
Animal Collective,6.7,Mark Richardson
Queens of the Stone Age,7.3,Stuart Berman
Jenny Hval,7.8,Stephen M. Deusner
Sean Nicholas Savage,7.4,Jamieson Cox
Classixx,7.8,Larry Fitzmaurice
Tricky,6.7,Nate Patrin
Human Eye,6.7,Evan Minsker
Agrimonia,8.0,Kim Kelly
Eluvium,7.8,Brian Howe
"Rivers Cuomo, Scott Murphy",4.9,Ian Cohen
Kylesa,7.0,Grayson Currin
Mount Kimbie,7.7,Andrew Gaerig
Still Corners,6.6,Ian Cohen
King Tuff,8.4,Evan Minsker
CocoRosie,6.7,Brian Howe
The-Dream,6.9,Andrew Ryce
Black Host,7.6,Hank Shteamer
When Saints Go Machine,5.5,Stuart Berman
Kingdom,8.2,Nate Patrin
The Pastels,7.9,Mike Powell
Baths,8.6,Ian Cohen
Xenia Rubinos,7.8,Laura Snapes
Dean Blunt,6.1,Nick Neyland
Saturday Looks Good to Me,7.0,Paul Thompson
Pure X,7.0,Harley Brown
Four Tet,8.9,Andy Beta
The Source Family,6.6,Stuart Berman
Kisses,6.0,Harley Brown
Glenn Jones,7.7,Grayson Currin
Club 8,7.6,Marc Hogan
Dirty Beaches,8.4,Larry Fitzmaurice
Octo Octa,7.4,Angus Finlayson
MS MR,6.0,Laura Snapes
Tree,7.7,Miles Raymer
Songs: Ohia,7.4,Stephen M. Deusner
Majical Cloudz,8.2,Jayson Greene
Secret Circuit,7.3,Nick Neyland
Shannon and the Clams,7.1,Martin Douglas
Survival,6.1,Jayson Greene
Laurel Halo,7.2,Nick Neyland
The National,8.4,Ian Cohen
SQÜRL,6.2,Nick Neyland
Daniel Menche,8.3,Grayson Currin
Scout Niblett,7.6,Jessica Hopper
Laura Mvula,7.4,Jonah Bromwich
Daft Punk,8.8,Mark Richardson
Cathedral,7.5,Grayson Currin
Vår,7.4,Brian Howe
Mark Lanegan & Duke Garwood,6.7,Steven Hyden
John Grant,7.0,Jessica Hopper
Slava,7.8,Miles Raymer
Dungeonesse,7.7,Lindsay Zoladz
Pharmakon,8.0,Nick Neyland
The Fall,6.8,Stuart Berman
Sadgiqacea,6.5,Kim Kelly
Gun Outfit,8.0,Jenn Pelly
Love,7.6,Stephen M. Deusner
Bibio,6.2,Ian Cohen
The Breeders,9.0,Lindsay Zoladz
Patrick Vian,7.2,Nick Neyland
Uncle Acid and the Deadbeats,6.8,Andy O'Connor
ADULT.,7.7,Miles Raymer
R.E.M.,8.4,Stephen M. Deusner
Wild Nothing,6.6,Ian Cohen
The Focus Group,7.0,Nick Neyland
Tera Melos,7.1,Ian Cohen
Sam Amidon,7.7,Stephen M. Deusner
Vampire Weekend,9.3,Ryan Dombal
Purson,7.2,Kim Kelly
Immolation,8.0,Hank Shteamer
Pharaohs,7.5,Nick Neyland
Small Black,6.2,Ian Cohen
She & Him,7.5,Lindsay Zoladz
Aosoth,7.0,Kim Kelly
Zs,7.3,Grayson Currin
Beaches,7.2,Patrick Bowman
Kid Cudi,4.0,Corban Goble
Justice,7.8,Miles Raymer
Wolf People,5.9,Paul Thompson
Gobby,7.0,Miles Raymer
David Lang,8.0,Jayson Greene
Little Boots,6.0,Katherine St. Asaph
Primal Scream,7.7,Stuart Berman
HOWL,6.3,Grayson Currin
Bill Ryder-Jones,5.2,Dean Van Nguyen
Co La,7.5,Andrew Gaerig
Colin Stetson,8.1,Mark Richardson
Chance the Rapper,8.4,Jeff Weiss
Omar S,7.5,Andrew Gaerig
Altar of Plagues,6.8,Grayson Currin
Neon Neon,7.0,Marc Hogan
Van Dyke Parks,7.2,Mike Powell
Savages,8.7,Lindsay Zoladz
Wax Idols,6.8,Miles Raymer
The Body,8.1,Grayson Currin
Talib Kweli,6.1,Mike Madden
So So Glos,7.6,Zach Kelly
Deerhunter,8.3,Ian Cohen
Connections,7.6,Aaron Leitko
Ola Podrida,7.7,Brian Howe
Melvins,6.5,Steven Hyden
Mikal Cronin,8.4,Evan Minsker
Sandwell District,7.6,Larry Fitzmaurice
Bone Sickness,7.7,Andy O'Connor
Akron/Family,7.0,Andrew Gaerig
Guided by Voices,6.8,Paul Thompson
Pretty & Nice,7.5,Jillian Mapes
Hessian,7.7,Grayson Currin
Wiz Khalifa & Curren$y,6.8,David Turner
"The Album Leaf, Sun Kil Moon",7.3,Stephen M. Deusner
!!!,6.0,Brian Howe
Cayucas,4.9,Ian Cohen
Laura Stevenson,6.2,Laura Snapes
Pan American,7.1,Nick Neyland
At the Drive In,6.5,Ian Cohen
Iggy and the Stooges,5.6,Stuart Berman
The Heliocentrics,7.9,Nate Patrin
Woe,8.0,Grayson Currin
Coliseum,7.5,Evan Minsker
Half Japanese,9.2,Marc Masters
M83,4.5,Brian Howe
Futurebirds,7.5,Steven Hyden
The Boy Least Likely To,7.1,Jamieson Cox
Julia Brown,7.9,Jayson Greene
Young Galaxy,7.8,Ian Cohen
Charli XCX,8.3,Marc Hogan
Yellowman,7.8,Erin MacLeod
Föllakzoid,6.9,Paul Thompson
Anika,7.4,Laura Snapes
No Joy,8.0,Ian Cohen
Snoop Lion,5.0,Craig Jenkins
Anciients,6.8,Grayson Currin
Blackout Beach,6.1,Lindsay Zoladz
The Appleseed Cast,6.9,Ian Cohen
Big K.R.I.T.,6.8,Mike Madden
Junip,7.0,Stephen M. Deusner
Bored Nothing,7.0,Sam Hockley-Smith
ADR,6.0,Nick Neyland
Barn Owl,6.8,Grayson Currin
The Shouting Matches,6.3,Steven Hyden
Phoenix,7.5,Stuart Berman
Cosmin TRG,6.0,Nate Patrin
VHÖL,7.7,Grayson Currin
Meat Puppets,5.5,Paul Thompson
Cassie,7.8,Miles Raymer
Iron & Wine,6.1,Stephen M. Deusner
Snapper,7.5,Nick Neyland
Houses,5.6,Ian Cohen
Simian Mobile Disco,7.5,Ruth Saxelby
Ghost,5.8,Grayson Currin
Ghostface Killah & Adrian Younge,7.4,Jayson Greene
Skagos,6.8,Kim Kelly
Life Coach,6.1,Nick Neyland
David Grubbs,6.4,Matthew Murphy
Art Brut,6.0,Laura Snapes
The Haxan Cloak,8.7,Nick Neyland
Disappears,6.4,Nick Neyland
The Thermals,5.0,Ian Cohen
Shuggie Otis,8.8,Eric Harvey
Major Lazer,5.7,Nate Patrin
"Cough, Windhand",7.9,Grayson Currin
Team Ghost,5.4,Brian Howe
Solar Bears,7.2,Angus Finlayson
Thee Oh Sees,8.0,Evan Minsker
Yeah Yeah Yeahs,6.0,Lindsay Zoladz
Bonobo,6.0,Ruth Saxelby
Alpoko Don,7.7,Jonah Bromwich
Rainbow Arabia,7.0,Andrew Ryce
Morrissey,6.0,Marc Hogan
A Hawk and a Hacksaw,7.2,Paul Thompson
Rokia Traoré,8.1,Joe Tangari
Orchestral Manoeuvres in the Dark,6.7,Ned Raggett
The Postal Service,8.0,Stephen M. Deusner
Born Ruffians,6.5,Harley Brown
White Fence,7.7,Evan Minsker
Implodes,6.8,Paul Thompson
Wolf Eyes,8.2,Marc Masters
Kurt Vile,8.5,Jayson Greene
Luxury Liners,6.2,Harley Brown
Ólafur Arnalds,5.5,Brian Howe
Sepalcure,7.6,Larry Fitzmaurice
Steve Mason,7.9,Stuart Berman
James Blake,8.0,Eric Harvey
Toxic Holocaust,6.6,Kim Kelly
Black Rebel Motorcycle Club,5.1,Steven Hyden
IO ECHO,6.2,Ian Cohen
Milk Music,7.8,Jenn Pelly
The Knife,8.4,Lindsay Zoladz
Caveman,7.0,Patrick Bowman
Joe Meek,8.3,Andy Beta
Charles Bradley,6.8,Dean Van Nguyen
James Ferraro,7.2,Lisa Blanning
Merchandise,8.0,Aaron Leitko
Alex Calder,6.9,Zach Kelly
Nails,8.0,Brandon Stosuy
EmptyMansions,3.2,Ian Cohen
Rilo Kiley,7.4,Carrie Battan
The Flaming Lips,7.8,Stuart Berman
Kinski,7.0,Joe Tangari
Fiend,7.6,Mike Madden
Stornoway,4.9,Jayson Greene
British Sea Power,5.8,Ian Cohen
Mudhoney,7.4,Steven Hyden
Young Thug,7.4,Corban Goble
Scuba,8.1,Larry Fitzmaurice
Wiley,6.2,Tim Finney
The Black Angels,4.9,Steven Hyden
Wire,8.2,Douglas Wolk
The Besnard Lakes,7.3,Steven Hyden
Bleached,6.6,Lindsay Zoladz
Hiss Golden Messenger,8.0,Stephen M. Deusner
Mad Season,4.6,Stephen M. Deusner
"Tyler, the Creator",7.8,Craig Jenkins
Generationals,6.4,Zach Kelly
Matt Shadetek,6.8,Puja Patel
Vondelpark,7.8,Marc Hogan
Goldie,8.4,Miles Raymer
Lil Wayne,3.9,Jayson Greene
Sid Hemphill,8.3,Amanda Petrusich
Lapalux,7.4,Jonah Bromwich
Telekinesis,6.9,Steven Hyden
Jace Clayton,7.8,Jayson Greene
Depeche Mode,5.0,Douglas Wolk
Call of the Void,7.6,Andy O'Connor
Cankun,7.3,Marc Masters
Edwyn Collins,6.8,Nick Neyland
Blu,8.1,Craig Jenkins
DJ Koze,8.6,Andrew Ryce
Heterotic,6.9,Andrew Ryce
Foot Village,7.6,Marc Masters
Blanche Blanche Blanche,7.0,Nick Neyland
Wavves,7.8,Larry Fitzmaurice
Kvelertak,7.2,Hank Shteamer
Karl Bartos,5.4,Nick Neyland
Brandt Brauer Frick,7.8,Angus Finlayson
Chvrches,7.6,Lindsay Zoladz
The Strokes,6.1,Ian Cohen
Oval,6.8,Angus Finlayson
Ensemble Pearl,7.4,Grayson Currin
Lady,7.0,Stuart Berman
William Tyler,8.0,Jayson Greene
Suede,7.6,Stuart Berman
Girls Names,6.5,Larry Fitzmaurice
Deptford Goth,6.0,Laura Snapes
Hit-Boy,7.2,Craig Jenkins
KEN mode,8.2,Grayson Haver Currin
Low,7.3,Stephen M. Deusner
BOAT,6.8,Jamieson Cox
Caitlin Rose,7.0,Laura Snapes
Dump,7.9,Douglas Wolk
Marnie Stern,8.0,Mike Powell
Inter Arma,8.2,Grayson Currin
Purling Hiss,7.3,Aaron Leitko
Deniro Farrar,7.5,Mike Madden
Julian Lynch,7.0,Nick Neyland
Justin Timberlake,8.4,Ryan Dombal
Leven Signs,7.2,Nick Neyland
Thalia Zedek Band,6.9,Matthew Murphy
Lady Lamb the Beekeeper,7.8,Laura Snapes
Palma Violets,7.0,Steven Hyden
Phosphorescent,8.8,Jayson Greene
Sannhet,7.4,Grayson Currin
Anaïs Mitchell & Jefferson Hamer,7.0,Rachael Maddux
Colleen Green,7.2,Lindsay Zoladz
Fol Chen,6.9,Zach Kelly
Clinic,8.0,Stuart Berman
October Falls,6.2,Kim Kelly
Helado Negro,7.4,Brian Howe
Black Pus,7.2,Aaron Leitko
Carmen Villain,6.6,Jayson Greene
Rachel Zeffira,6.3,Larry Fitzmaurice
ST 2 Lettaz,6.5,Mike Madden
The Delfonics,7.5,Miles Raymer
Dave Grohl,5.3,Stuart Berman
Batillus,6.9,Grayson Currin
Bandshell,7.1,Larry Fitzmaurice
Boldy James,7.3,Renato Pagnani
Son Volt,5.9,Stephen M. Deusner
Devendra Banhart,7.6,Ian Cohen
Toy Love,7.7,Marc Masters
Ellen Allien,6.4,Nick Neyland
Young Dreams,5.7,Lindsay Zoladz
Apparat,7.5,Ruth Saxelby
David Bowie,7.6,Ryan Dombal
Golden Grrrls,6.2,Steven Hyden
Deathfix,6.4,Paul Thompson
Pete Swanson,7.5,Nick Neyland
Planningtorock,6.5,Katherine St. Asaph
The Men,8.2,Stuart Berman
Mazes,7.7,Marc Masters
Kate Nash,6.4,Jillian Mapes
Art Department,7.3,Tim Finney
Mister Lies,6.6,Zach Kelly
Waxahatchee,8.4,Lindsay Zoladz
Defeated Sanity,7.2,Andy O'Connor
Suuns,5.0,Ian Cohen
Antwon,6.2,Ian Cohen
Bilal,7.6,Jayson Greene
How to destroy angels_,6.2,Grayson Currin
Karen Gwyer,6.7,Nick Neyland
Javelin,4.8,Zach Kelly
Josh Ritter,6.8,Stephen Deusner
Shlohmo,8.0,Jonah Bromwich
Rhye,8.5,Miles Raymer
Horna,6.5,Kim Kelly
Benoît Pioulard,6.7,Nick Neyland
Blue Hawaii,7.1,Lindsay Zoladz
Gold Panda,7.0,Angus Finlayson
Youth Lagoon,8.7,Ian Cohen
Voigt & Voigt,5.6,Miles Raymer
"Lloyd Cole, Hans-Joachim Roedelius",6.3,Nick Neyland
Cyclopean,7.1,Joe Tangari
Sally Shapiro,6.9,Katherine St Asaph
Chelsea Light Moving,6.8,Aaron Leitko
Parenthetical Girls,6.5,Jayson Greene
PVT,5.9,Miles Raymer
Mozart’s Sister,7.4,Lindsay Zoladz
Kevin Gates,8.0,Craig Jenkins
Mogwai,7.6,Laura Snapes
Benjamin Damage,6.0,Andrew Gaerig
VietNam,4.7,Steven Hyden
The Mississippi Sheiks,6.5,Amanda Petrusich
Kavinsky,6.3,Miles Raymer
Doldrums,8.0,Eric Harvey
Destruction Unit,6.4,Evan Minsker
Dan Friel,7.7,Brian Howe
Shout Out Louds,5.8,Paul Thompson
Prurient,7.4,Ruth Saxelby
Autre Ne Veut,8.5,Ian Cohen
Dog Bite,4.6,Steven Hyden
Darkthrone,7.4,Grayson Currin
Curren$y,6.9,Mike Madden
Mount Moriah,7.8,Jessica Hopper
Atoms for Peace,6.9,Stuart Berman
Black Twig Pickers,7.4,Grayson Currin
Serengeti,6.3,Jonah Bromwich
Flume,7.4,Harley Brown
Matmos,7.5,Jayson Greene
Jamie Lidell,5.6,Nate Patrin
The Howling Hex,6.1,Stuart Berman
Maxmillion Dunbar,7.8,Mike Powell
Waka Flocka Flame,7.1,Miles Raymer
Portal,8.0,Grayson Currin
AraabMuzik,7.2,Ian Cohen
Feeding People,5.9,Harley Brown
Eat Skull,7.4,Steven Hyden
Pusha-T,7.2,Craig Jenkins
"Bonnie “Prince” Billy, Dawn McCarthy",7.0,Stephen M. Deusner
Johnny Marr,6.3,Steven Hyden
Dur-Dur Band,7.7,Joe Tangari
Psychic Ills,6.0,Zach Kelly
Inc.,7.0,Eric Harvey
Mark Kozelek,6.7,Stephen Deusner
Autechre,5.9,Grayson Currin
STRFKR,5.2,Steven Hyden
Endless Boogie,6.6,Zach Kelly
Moon B,7.5,Andrew Ryce
Beach Fossils,5.8,Ian Cohen
Iceage,8.6,Brandon Stosuy
Darwin Deez,5.0,Laura Snapes
Companion,6.5,Jayson Greene
Qluster,6.5,Brian Howe
Screaming Females,7.9,Steven Hyden
Nick Cave & the Bad Seeds,8.0,Stuart Berman
Applescal,7.6,Brian Howe
Spectral Park,6.9,Paul Thompson
Salva,7.3,Nate Patrin
Paul Banks,2.0,Jayson Greene
Kool A.D.,7.9,Carrie Battan
The Spinto Band,7.6,Marc Hogan
Lady Lazarus,7.8,Brian Howe
Sasha Go Hard,6.6,Miles Raymer
Lisa Germano,6.3,Lindsay Zoladz
Umberto,6.4,Nick Neyland
Clogs,6.8,Laura Snapes
Veronica Falls,7.5,Lindsay Zoladz
The Underachievers,8.0,Craig Jenkins
Foals,7.6,Ian Cohen
Cult of Luna,6.8,Grayson Currin
K-X-P,7.0,Zach Kelly
José James,7.4,Corban Goble
Ulrich Schnauss,4.3,Andrew Gaerig
Pissed Jeans,8.1,Ian Cohen
xxxy,6.7,Andrew Gaerig
Hayden,5.7,Stephen M. Deusner
Le1f,7.8,Miles Raymer
Darkstar,7.0,Mark Pytlik
Fleetwood Mac,10.0,Jessica Hopper
Little Wings,6.9,Sam Hockley-Smith
Jacco Gardner,7.2,Evan Minsker
Cakes Da Killa,7.5,Miles Raymer
Bryan Ferry,7.4,Ned Raggett
Frightened Rabbit,7.6,Rachael Maddux
Renny Wilson,6.2,Zach Kelly
Wraetlic,6.1,Andrew Gaerig
Night Beds,7.7,Ian Cohen
My Bloody Valentine,9.1,Mark Richardson
Sonny Smith,7.4,Evan Minsker
Chris Darrow,8.2,Miles Raymer
The History of Apple Pie,6.7,Steven Hyden
Actress,7.7,Andrew Ryce
Unknown Mortal Orchestra,7.3,Ian Cohen
Lightning Swords of Death,7.8,Kim Kelly
Guards,5.9,Ian Cohen
Tomahawk,6.8,Paul Thompson
Thao & the Get Down Stay Down,7.5,Lindsay Zoladz
Jim James,7.8,Eric Harvey
La Big Vic,7.4,Zach Kelly
Vado,7.0,Mike Madden
Amateur Best,7.5,Ruth Saxelby
Four Tet,7.3,Puja Patel
Grouper,8.3,Mark Richardson
Elliphant,7.4,Laura Snapes
Adam Green & Binki Shapiro,6.7,Zach Kelly
Indians,7.6,Ian Cohen
Amor De Días,6.8,Ian Cohen
Miles Davis,9.0,Hank Shteamer
Pearl Necklace,5.6,Zach Kelly
Happy Jawbone Family Band,7.6,Liz Pelly
Alexander Spit,7.2,Jayson Greene
Guided by Voices,7.0,Steven Hyden
Marianne Faithfull,8.7,Lindsay Zoladz
Motor City Drum Ensemble,7.1,Larry Fitzmaurice
Il Sogno del Marinaio,5.7,Paul Thompson
Buke and Gase,7.0,Brian Howe
Raekwon,6.0,Craig Jenkins
Ducktails,7.1,Steven Hyden
Pillowfight,3.9,Miles Raymer
Radar Brothers,6.0,Ian Cohen
Kitty,6.9,Carrie Battan
Tegan and Sara,7.3,Laura Snapes
Local Natives,8.1,Larry Fitzmaurice
Wimps,6.0,Evan Minsker
Cocaine 80s,7.5,Craig Jenkins
Nosaj Thing,7.8,Jonah Bromwich
FIDLAR,7.0,Brandon Stosuy
Future,7.6,Jayson Greene
Boduf Songs,7.4,Jayson Greene
FaltyDL,7.8,Ruth Saxelby
Mice Parade,4.8,Grayson Currin
Torres,8.1,Jayson Greene
The Joy Formidable,7.2,Steven Hyden
Ben UFO,7.8,Puja Patel
Spaceghostpurrp,5.4,Corban Goble
Dawn Richard,7.3,Andrew Ryce
The Ruby Suns,5.8,Ian Cohen
Nas,10.0,Jeff Weiss
Esben and the Witch,5.8,Harley Brown
Bleeding Rainbow,6.0,Steven Hyden
Ex Cops,7.8,Stuart Berman
Califone,8.0,Mark Richardson
Foxygen,8.4,Jayson Greene
Mike Shiflet,7.8,Marc Masters
Nightlands,7.7,Ian Cohen
Ra Ra Riot,5.2,Harley Brown
Mountains,8.1,Nick Neyland
Toro y Moi,7.9,Ian Cohen
Alasdair Roberts & Friends,7.2,Matthew Murphy
Hilly Eye,6.1,Steven Hyden
Wale,6.9,Corban Goble
The Traditional Fools,7.9,Evan Minsker
SBTRKT,5.5,Nate Patrin
Everything Everything,7.6,Laura Snapes
Brokeback,6.4,Nick Neyland
Widowspeak,7.3,Harley Brown
Camper Van Beethoven,6.3,Steven Hyden
New Order,6.8,Douglas Wolk
Dutch Uncles,7.3,Laura Snapes
Mouse on tha Track,7.6,Jordan Sargent
Free Energy,3.6,Ian Cohen
California X,7.8,Paul Thompson
J Dilla,10.0,Nate Patrin
Arbouretum,6.9,Aaron Leitko
Mystical Weapons,7.0,Joe Tangari
Jeezy,7.4,Miles Raymer
Retribution Gospel Choir,7.5,Steven Hyden
Christopher Owens,6.5,Stuart Berman
Meyhem Lauren,5.2,Jonah Bromwich
Villagers,5.5,Ian Cohen
Shugo Tokumaru,7.6,Joe Tangari
Parquet Courts,8.0,Paul Thompson
Yo La Tengo,8.1,Stuart Berman
DJ Nature,7.4,Mike Powell
Ethernet,6.0,Nick Neyland
Masta Killa,5.2,Paul Thompson
"The Congos, Sun Araw, M. Geddes Gengras",5.8,Miles Raymer
Oneohtrix Point Never,8.7,Marc Masters
L. Pierre,7.1,Zach Kelly
Holopaw,5.8,Stephen M. Deusner
Tall Firs,6.4,Aaron Leitko
Frankie Knuckles,6.2,Miles Raymer
Stars of the Lid,8.5,Mark Richardson
Kowloon Walled City,6.4,Andy O'Connor
Heathered Pearls,6.5,Harley Brown
Pro Era,6.9,Ian Cohen
Pantha Du Prince & The Bell Laboratory,7.0,Nick Neyland
Jawbreaker,8.8,Brandon Stosuy
Tall Ships,6.0,Laura Snapes
"Mats Gustafsson, Colin Stetson",4.4,Brian Howe
Wooden Wand,7.9,Grayson Currin
T.I.,5.0,Ian Cohen
Three Legged Race,7.6,Marc Masters
Billow Observatory,6.0,Brian Howe
Roy Montgomery,6.2,Marc Masters
The Heartbreakers,8.4,Evan Minsker
Larry Gus,5.8,Mike Powell
Secret Circuit,7.6,Andy Beta
Florian Hecker,7.8,Grayson Currin
Burial,8.4,Mark Richardson
Incantation,7.8,Kim Kelly
King Louie,6.8,Miles Raymer
Dawn Richard,6.7,Tim Finney
Herbert,8.7,Andrew Ryce
Broadcast,7.4,Nick Neyland
Theologian,7.4,Grayson Currin
Legowelt,6.9,Andrew Gaerig
Alexis Taylor,6.3,Nick Neyland
A$AP Rocky,8.5,Jayson Greene
Taco Leg,6.0,Aaron Leitko
Sigha,6.8,Andrew Gaerig
Starkey,8.0,Nate Patrin
Chief Keef,7.5,Jayson Greene
A-Trak,7.5,Miles Raymer
Bell Witch,8.0,Andy O'Connor
Gate,7.3,Marc Masters
Rich Kidz,6.0,Mike Powell
Katy B,7.8,Carrie Battan
Wiz Khalifa,4.8,Jordan Sargent
Dean Blunt,5.4,Andrew Gaerig
Window Twins,6.2,Steven Hyden
The Game,6.0,Jayson Greene
"JK Flesh, Prurient",8.0,Grayson Currin
D’Angelo,10.0,Ryan Dombal
Raglani,7.7,Marc Masters
Estasy,6.9,Hari Ashurst
Lil Durk,6.5,Jordan Sargent
Amy Winehouse,3.1,Douglas Wolk
Björk,5.2,Jayson Greene
Cold Pumas,7.4,Laura Snapes
Container,7.4,Andrew Gaerig
Charles Mingus,8.4,Hank Shteamer
Peaking Lights,6.6,Stuart Berman
Big Boi,6.1,Miles Raymer
Starred,6.8,Zach Kelly
Girls Aloud,7.0,Douglas Wolk
The Rosebuds,6.0,Eric Harvey
"Jozef van Wissem, Jim Jarmusch",6.4,Nick Neyland
Captain Murphy,8.0,Ian Cohen
Von,5.0,Grayson Currin
Stubborn Heart,5.8,Hari Ashurst
Majical Cloudz,7.6,Lindsay Zoladz
Saint Etienne,7.2,Marc Hogan
Memory Tapes,6.2,Ian Cohen
NIDINGR,5.7,Miles Raymer
Roomful of Teeth,7.0,Jayson Greene
Tiga,7.3,Andrew Gaerig
Sharon Van Etten,7.1,Laura Snapes
The Smashing Pumpkins,9.3,Ian Cohen
Forgotten Tomb,7.5,Kim Kelly
Umberto,6.1,Nick Neyland
Wu-Block,6.5,Jayson Greene
Alicia Keys,7.1,Stephen M. Deusner
Interpol,9.5,Matt LeMay
Dragged Into Sunlight,6.2,Grayson Currin
Tyvek,8.0,Evan Minsker
Cut Hands,6.8,Nick Neyland
Charli XCX,5.0,Miles Raymer
Scott Walker,8.0,Mike Powell
Allah-Las,6.9,Steven Hyden
The Crystal Ark,5.6,Jonah Bromwich
Kylesa,7.3,Grayson Currin
"Tim Hecker, Daniel Lopatin",7.5,Mark Richardson
Massive Attack,9.0,Miles Raymer
Nadja,7.8,Stuart Berman
Nico Muhly,7.1,Jayson Greene
French Montana,5.4,Ian Cohen
X-TG,7.8,Nick Neyland
Ex-Cult,6.9,Stephen M. Deusner
Cashmere Cat,7.6,Jonah Bromwich
Boody & LE1F,7.1,Miles Raymer
Bad Brains,5.9,Jayson Greene
Bikini Kill,8.7,Lindsay Zoladz
The People's Temple,6.8,Evan Minsker
James Ferraro,7.2,Marc Masters
"E-40, Too $hort",7.8,Jayson Greene
Mogwai,7.0,Stuart Berman
Solange,7.8,Carrie Battan
Downfall of Gaia,6.5,Kim Kelly
Eternal Tapestry,7.0,Marc Masters
Gerry Read,8.0,Andrew Gaerig
Cities Aviv,6.1,Ian Cohen
Rihanna,4.5,Jessica Hopper
Forma,6.7,Zach Kelly
Raime,7.2,Nick Neyland
Ratking,5.8,Jordan Sargent
Roc Marciano,8.1,Ian Cohen
Dinosaur Jr.,4.5,Stuart Berman
P.O.S,5.7,Ian Cohen
Jessica Pratt,7.5,Lindsay Zoladz
Heems,7.2,Jonah Bromwich
Holly Herndon,8.1,Grayson Haver Currin
The Velvet Underground,9.0,Miles Raymer
Steve Hauschildt,6.6,Sam Hockley-Smith
El Perro Del Mar,6.0,Katherine St Asaph
The Evens,8.0,Douglas Wolk
Action Bronson,7.2,Jordan Sargent
William Basinski,10.0,Mark Richardson
Blank Realm,7.3,Marc Masters
Lust for Youth,7.0,Jayson Greene
Kevin Drumm,7.7,Brian Howe
Mykki Blanco,6.8,Carrie Battan
Soundgarden,5.9,Stuart Berman
Lukid,8.0,Ruth Saxelby
Freeway,5.3,Jayson Greene
The Babies,7.8,Jenn Pelly
Isis,6.7,Grayson Currin
How to destroy angels_,6.5,Eric Harvey
Ital Tek,7.8,Miles Raymer
DaVinci,7.1,Jayson Greene
School of Seven Bells,6.3,Eric Harvey
Oneida,7.2,Marc Masters
Sufjan Stevens,7.8,Ryan Dombal
Pete Swanson,7.9,Marc Masters
Mr. Muthafuckin’ eXquire,5.4,Jonah Bromwich
Ital,7.4,Nate Patrin
